region,sex,enddate,ethnicity,age,vote
East of England,female,2015-04-21,white,Age 20 to 24,Lab
East of England,female,2015-04-04,white,Age 45 to 49,Don't know
East of England,female,2015-04-16,white,Age 60 to 64,Don't know
East Midlands,male,2015-04-29,white,Age 80 to 84,Con
East Midlands,male,2015-04-19,white,Age 45 to 49,Lab
East Midlands,female,2015-05-04,white,Age 55 to 59,UKIP
East Midlands,male,2015-04-10,white,Age 20 to 24,Lab
East Midlands,female,2015-04-08,white,Age 50 to 54,Lab
East Midlands,female,2015-04-01,white,Age 55 to 59,Don't know
East Midlands,male,2015-04-15,white,Age 65 to 69,Lab
East Midlands,female,2015-05-05,white,Age 20 to 24,LD
East Midlands,male,2015-04-19,white,Age 55 to 59,Lab
East Midlands,female,2015-04-29,white,Age 65 to 69,Lab
East Midlands,male,2015-04-02,white,Age 18 to 19,LD
East Midlands,male,2015-05-05,white,Age 45 to 49,Lab
East Midlands,male,2015-04-13,white,Age 50 to 54,Lab
East Midlands,male,2015-03-30,white,Age 50 to 54,UKIP
East Midlands,male,2015-05-04,white,Age 50 to 54,Lab
East Midlands,female,2015-04-23,white,Age 70 to 74,UKIP
East Midlands,female,2015-05-02,white,Age 65 to 69,Lab
East Midlands,female,2015-04-16,white,Age 65 to 69,Grn
East Midlands,female,2015-04-25,white,Age 40 to 44,Con
East Midlands,male,2015-04-06,white,Age 60 to 64,Con
East Midlands,male,2015-05-01,white,Age 65 to 69,UKIP
East Midlands,female,2015-04-08,white,Age 25 to 29,Don't know
East Midlands,female,2015-04-02,white,Age 45 to 49,Lab
East Midlands,female,2015-04-28,white,Age 65 to 69,Con
East Midlands,male,2015-04-30,black,Age 35 to 39,Lab
East Midlands,female,2015-05-06,white,Age 55 to 59,Con
East Midlands,female,2015-04-26,white,Age 20 to 24,Con
East Midlands,female,2015-04-05,white,Age 65 to 69,Don't vote
East Midlands,female,2015-04-04,white,Age 20 to 24,Grn
East Midlands,male,2015-05-05,white,Age 20 to 24,Lab
East Midlands,female,2015-05-01,white,Age 25 to 29,Don't vote
East Midlands,female,2015-04-18,white,Age 30 to 34,Con
East Midlands,male,2015-04-11,white,Age 55 to 59,Lab
East Midlands,female,2015-04-10,white,Age 60 to 64,Lab
East Midlands,female,2015-03-30,white,Age 30 to 34,UKIP
East Midlands,male,2015-04-17,white,Age 40 to 44,Other
East Midlands,female,2015-04-15,white,Age 70 to 74,Con
East Midlands,male,2015-04-25,white,Age 20 to 24,Don't know
East Midlands,female,2015-04-26,mixed,Age 40 to 44,UKIP
East Midlands,female,2015-04-06,white,Age 18 to 19,Lab
East Midlands,female,2015-03-30,white,Age 40 to 44,Lab
East Midlands,male,2015-04-02,white,Age 60 to 64,Con
East Midlands,female,2015-05-01,white,Age 35 to 39,Con
East Midlands,male,2015-03-31,white,Age 60 to 64,Con
East Midlands,male,2015-05-06,white,Age 55 to 59,Con
East Midlands,female,2015-04-30,white,Age 25 to 29,Lab
East Midlands,female,2015-04-12,white,Age 50 to 54,Other
East Midlands,male,2015-04-24,white,Age 40 to 44,Lab
East Midlands,female,2015-04-09,white,Age 20 to 24,Con
East Midlands,male,2015-04-21,other,Age 35 to 39,Con
East Midlands,male,2015-03-31,white,Age 60 to 64,UKIP
East Midlands,male,2015-03-31,white,Age 65 to 69,UKIP
East Midlands,female,2015-04-16,white,Age 70 to 74,UKIP
East Midlands,female,2015-03-31,white,Age 35 to 39,Lab
East Midlands,male,2015-04-04,white,Age 45 to 49,Don't know
East Midlands,male,2015-04-27,other,Age 65 to 69,Other
East Midlands,male,2015-04-28,other,Age 55 to 59,Don't vote
East Midlands,female,2015-04-27,white,Age 20 to 24,Grn
East Midlands,male,2015-04-18,white,Age 25 to 29,LD
East Midlands,female,2015-04-13,white,Age 18 to 19,Don't vote
East Midlands,male,2015-04-01,white,Age 60 to 64,Lab
East Midlands,male,2015-04-19,asian,Age 20 to 24,Lab
East Midlands,female,2015-04-18,white,Age 30 to 34,Lab
East Midlands,female,2015-04-27,white,Age 20 to 24,Con
East Midlands,female,2015-04-22,white,Age 20 to 24,Don't know
East Midlands,female,2015-04-29,white,Age 20 to 24,Grn
East Midlands,female,2015-04-05,white,Age 40 to 44,Lab
East Midlands,male,2015-04-07,white,Age 18 to 19,Lab
East Midlands,female,2015-04-18,white,Age 55 to 59,Lab
East Midlands,female,2015-04-19,white,Age 60 to 64,Don't know
East Midlands,female,2015-04-14,white,Age 18 to 19,Con
East Midlands,female,2015-05-06,white,Age 50 to 54,Con
East Midlands,female,2015-05-03,white,Age 55 to 59,Don't vote
East Midlands,male,2015-04-17,white,Age 40 to 44,Don't vote
East Midlands,male,2015-03-31,white,Age 60 to 64,Con
East Midlands,female,2015-04-30,asian,Age 40 to 44,Grn
East Midlands,female,2015-04-06,white,Age 65 to 69,Don't know
East Midlands,male,2015-04-15,white,Age 30 to 34,Don't know
East Midlands,male,2015-04-12,white,Age 20 to 24,Don't know
East Midlands,female,2015-04-16,white,Age 20 to 24,Con
East Midlands,female,2015-05-02,white,Age 65 to 69,Con
East Midlands,female,2015-04-15,white,Age 20 to 24,Lab
East Midlands,male,2015-04-30,white,Age 35 to 39,LD
East Midlands,female,2015-04-12,white,Age 20 to 24,LD
East Midlands,female,2015-04-17,white,Age 20 to 24,Lab
East Midlands,female,2015-04-13,white,Age 55 to 59,Don't know
East Midlands,male,2015-03-30,white,Age 70 to 74,Con
East Midlands,female,2015-04-08,white,Age 25 to 29,Lab
East Midlands,male,2015-04-26,white,Age 20 to 24,Grn
East Midlands,female,2015-04-16,white,Age 30 to 34,Con
East Midlands,female,2015-03-31,mixed,Age 60 to 64,Grn
East Midlands,male,2015-04-03,white,Age 35 to 39,Don't know
East Midlands,female,2015-04-19,white,Age 75 to 79,Con
East Midlands,male,2015-05-03,white,Age 65 to 69,Don't know
East Midlands,male,2015-04-02,white,Age 55 to 59,Con
West Midlands,female,2015-04-03,white,Age 20 to 24,Don't know
West Midlands,female,2015-04-16,white,Age 40 to 44,UKIP
West Midlands,male,2015-04-30,white,Age 55 to 59,Lab
West Midlands,male,2015-04-17,white,Age 55 to 59,Con
West Midlands,male,2015-05-01,asian,Age 40 to 44,Con
West Midlands,female,2015-04-07,white,Age 60 to 64,Don't know
West Midlands,female,2015-05-03,white,Age 40 to 44,Lab
West Midlands,male,2015-04-03,white,Age 35 to 39,Grn
West Midlands,female,2015-04-18,white,Age 70 to 74,UKIP
West Midlands,male,2015-03-30,white,Age 25 to 29,Lab
West Midlands,male,2015-04-06,white,Age 18 to 19,Con
West Midlands,male,2015-05-04,white,Age 65 to 69,UKIP
West Midlands,female,2015-05-01,mixed,Age 18 to 19,Don't know
West Midlands,female,2015-05-06,white,Age 60 to 64,UKIP
West Midlands,female,2015-05-04,white,Age 50 to 54,Lab
West Midlands,female,2015-04-15,white,Age 20 to 24,Don't know
West Midlands,male,2015-04-24,white,Age 40 to 44,Don't know
West Midlands,male,2015-04-28,white,Age 45 to 49,Lab
West Midlands,male,2015-04-24,white,Age 65 to 69,Con
West Midlands,female,2015-04-13,white,Age 35 to 39,Grn
West Midlands,male,2015-04-18,white,Age 60 to 64,Con
West Midlands,male,2015-04-06,other,Age 60 to 64,UKIP
West Midlands,female,2015-04-01,white,Age 65 to 69,Lab
West Midlands,female,2015-04-28,white,Age 30 to 34,Con
West Midlands,female,2015-03-30,white,Age 55 to 59,Lab
West Midlands,male,2015-03-31,white,Age 20 to 24,Con
West Midlands,male,2015-04-29,white,Age 65 to 69,UKIP
West Midlands,male,2015-04-23,white,Age 60 to 64,Don't know
West Midlands,female,2015-05-05,white,Age 70 to 74,Con
West Midlands,female,2015-03-31,white,Age 55 to 59,Don't know
West Midlands,female,2015-04-23,white,Age 40 to 44,Lab
West Midlands,male,2015-04-26,white,Age 40 to 44,Con
West Midlands,male,2015-05-01,white,Age 40 to 44,UKIP
West Midlands,male,2015-04-24,other,Age 50 to 54,Con
West Midlands,female,2015-04-09,white,Age 65 to 69,Lab
West Midlands,male,2015-05-04,white,Age 55 to 59,Lab
West Midlands,male,2015-04-10,white,Age 60 to 64,Con
West Midlands,female,2015-04-30,white,Age 60 to 64,Don't know
West Midlands,male,2015-05-02,white,Age 20 to 24,Don't know
West Midlands,male,2015-04-19,white,Age 55 to 59,Con
West Midlands,female,2015-04-27,white,Age 55 to 59,Con
West Midlands,male,2015-04-15,white,Age 45 to 49,Lab
West Midlands,male,2015-04-23,white,Age 65 to 69,Con
West Midlands,male,2015-04-29,white,Age 65 to 69,Con
West Midlands,male,2015-05-05,white,Age 65 to 69,Con
Wales,male,2015-04-24,white,Age 60 to 64,UKIP
Wales,female,2015-05-02,white,Age 45 to 49,Lab
Wales,male,2015-04-05,white,Age 45 to 49,Don't vote
Wales,female,2015-04-21,white,Age 50 to 54,Lab
Wales,female,2015-04-15,white,Age 50 to 54,Don't know
Wales,female,2015-05-06,white,Age 60 to 64,PC
Wales,male,2015-04-21,white,Age 65 to 69,Con
Wales,male,2015-04-13,white,Age 55 to 59,UKIP
Wales,female,2015-04-05,white,Age 30 to 34,Don't know
Wales,male,2015-04-25,white,Age 50 to 54,Grn
Wales,male,2015-04-03,white,Age 50 to 54,Lab
Wales,female,2015-04-16,white,Age 45 to 49,Lab
Wales,female,2015-04-23,white,Age 40 to 44,Don't vote
Wales,female,2015-04-21,white,Age 55 to 59,UKIP
Wales,male,2015-04-04,white,Age 60 to 64,Lab
Wales,male,2015-04-08,white,Age 70 to 74,Con
Wales,female,2015-04-05,white,Age 45 to 49,Con
Wales,male,2015-04-28,white,Age 55 to 59,Con
Wales,male,2015-04-11,white,Age 25 to 29,Con
Wales,female,2015-04-28,white,Age 55 to 59,Lab
Wales,female,2015-04-22,white,Age 55 to 59,Lab
Wales,female,2015-04-11,white,Age 65 to 69,Con
Wales,male,2015-05-02,white,Age 55 to 59,UKIP
Wales,male,2015-04-26,white,Age 25 to 29,Lab
Wales,female,2015-05-04,white,Age 35 to 39,Con
Wales,female,2015-04-09,white,Age 30 to 34,Lab
Wales,male,2015-04-02,white,Age 65 to 69,Lab
Wales,female,2015-04-03,white,Age 65 to 69,Con
Wales,male,2015-03-31,other,Age 30 to 34,Don't know
Wales,male,2015-04-08,white,Age 40 to 44,LD
Wales,female,2015-04-22,white,Age 35 to 39,PC
Wales,female,2015-04-25,white,Age 65 to 69,Con
Wales,female,2015-04-10,white,Age 60 to 64,Lab
Wales,male,2015-05-03,white,Age 65 to 69,Con
Wales,male,2015-04-28,white,Age 65 to 69,Lab
Wales,female,2015-04-11,white,Age 55 to 59,Don't know
Wales,female,2015-04-14,white,Age 50 to 54,Don't know
Wales,female,2015-04-30,white,Age 55 to 59,Lab
Wales,female,2015-05-03,white,Age 65 to 69,Lab
Wales,female,2015-05-05,white,Age 65 to 69,UKIP
Wales,male,2015-05-04,white,Age 45 to 49,UKIP
Wales,male,2015-04-28,white,Age 60 to 64,Lab
Wales,female,2015-04-03,white,Age 60 to 64,Lab
Wales,female,2015-03-31,white,Age 60 to 64,UKIP
Wales,male,2015-04-02,white,Age 20 to 24,Con
Wales,female,2015-04-02,white,Age 60 to 64,UKIP
Wales,male,2015-04-15,white,Age 70 to 74,Con
Wales,male,2015-04-10,mixed,Age 30 to 34,Grn
Wales,male,2015-05-01,white,Age 50 to 54,Lab
Wales,male,2015-04-27,white,Age 65 to 69,Con
Wales,female,2015-04-07,white,Age 65 to 69,Con
Wales,female,2015-04-19,white,Age 18 to 19,PC
Wales,female,2015-04-08,white,Age 45 to 49,Lab
Wales,male,2015-04-30,white,Age 50 to 54,UKIP
Wales,male,2015-04-07,white,Age 30 to 34,Con
Wales,male,2015-04-25,white,Age 30 to 34,Lab
Wales,female,2015-04-22,white,Age 55 to 59,LD
Wales,female,2015-04-20,white,Age 40 to 44,Lab
Wales,male,2015-05-05,white,Age 45 to 49,Don't know
Wales,female,2015-04-21,white,Age 50 to 54,Lab
Wales,male,2015-05-04,white,Age 65 to 69,Con
Wales,male,2015-05-06,white,Age 60 to 64,UKIP
Wales,male,2015-04-02,white,Age 55 to 59,Lab
Wales,male,2015-04-30,white,Age 35 to 39,Lab
Wales,male,2015-04-13,white,Age 70 to 74,Lab
Wales,male,2015-04-01,white,Age 65 to 69,UKIP
Wales,male,2015-04-10,white,Age 60 to 64,Lab
Wales,female,2015-05-02,white,Age 30 to 34,LD
Wales,male,2015-04-25,white,Age 70 to 74,UKIP
Wales,male,2015-04-28,white,Age 60 to 64,PC
Wales,male,2015-04-21,white,Age 55 to 59,PC
Wales,female,2015-04-21,white,Age 25 to 29,Lab
Wales,male,2015-04-18,white,Age 50 to 54,Lab
London,female,2015-04-08,white,Age 50 to 54,Lab
London,male,2015-05-01,white,Age 65 to 69,Other
London,female,2015-04-20,white,Age 40 to 44,Grn
London,female,2015-04-27,white,Age 18 to 19,Grn
London,male,2015-05-04,white,Age 35 to 39,UKIP
London,male,2015-04-03,white,Age 40 to 44,Lab
London,male,2015-04-19,white,Age 60 to 64,UKIP
London,female,2015-04-21,white,Age 70 to 74,Con
London,male,2015-04-07,white,Age 35 to 39,Con
London,male,2015-04-15,white,Age 35 to 39,Con
London,male,2015-04-03,white,Age 30 to 34,Con
London,male,2015-04-24,white,Age 20 to 24,Don't know
London,male,2015-04-10,white,Age 55 to 59,Con
London,male,2015-05-05,white,Age 40 to 44,Lab
London,male,2015-04-01,white,Age 45 to 49,Lab
London,male,2015-04-10,white,Age 65 to 69,Con
London,female,2015-04-12,white,Age 55 to 59,Lab
London,female,2015-04-15,white,Age 55 to 59,Con
London,male,2015-04-01,white,Age 55 to 59,Don't vote
London,male,2015-04-27,white,Age 45 to 49,Con
London,male,2015-04-02,white,Age 75 to 79,Con
London,male,2015-04-05,white,Age 50 to 54,Con
London,male,2015-05-04,white,Age 35 to 39,UKIP
London,female,2015-04-15,white,Age 60 to 64,Lab
London,female,2015-04-08,white,Age 35 to 39,Don't vote
London,male,2015-04-05,white,Age 40 to 44,UKIP
London,female,2015-04-24,white,Age 70 to 74,Don't know
London,female,2015-04-27,white,Age 60 to 64,Don't know
London,female,2015-03-30,white,Age 60 to 64,Con
London,male,2015-04-01,white,Age 35 to 39,Con
London,female,2015-05-05,white,Age 65 to 69,Con
London,male,2015-04-02,white,Age 35 to 39,Con
London,male,2015-04-26,white,Age 50 to 54,Con
London,male,2015-03-30,white,Age 45 to 49,Con
London,female,2015-05-05,white,Age 60 to 64,Con
London,female,2015-04-02,white,Age 65 to 69,Con
London,male,2015-04-18,white,Age 25 to 29,Lab
London,male,2015-04-28,white,Age 20 to 24,Lab
London,female,2015-05-06,white,Age 75 to 79,UKIP
London,female,2015-04-01,white,Age 60 to 64,Con
London,female,2015-04-23,white,Age 65 to 69,Lab
London,male,2015-05-03,white,Age 25 to 29,UKIP
North West,male,2015-03-30,white,Age 30 to 34,Con
North West,female,2015-04-07,white,Age 70 to 74,Don't know
North West,male,2015-04-20,white,Age 30 to 34,UKIP
North West,female,2015-04-05,white,Age 35 to 39,Lab
North West,female,2015-05-04,white,Age 50 to 54,UKIP
North West,male,2015-04-01,white,Age 60 to 64,Don't know
North West,female,2015-05-03,white,Age 20 to 24,Lab
North West,male,2015-04-07,white,Age 60 to 64,Con
North West,female,2015-04-16,white,Age 65 to 69,Con
North West,female,2015-04-26,white,Age 20 to 24,Don't know
North West,male,2015-05-06,white,Age 55 to 59,LD
North West,male,2015-03-31,white,Age 50 to 54,UKIP
North West,male,2015-04-06,white,Age 55 to 59,Con
North West,female,2015-03-31,white,Age 65 to 69,Con
North West,female,2015-04-10,white,Age 45 to 49,Lab
North West,female,2015-04-13,white,Age 20 to 24,UKIP
North West,male,2015-05-03,white,Age 35 to 39,Lab
North West,male,2015-03-31,white,Age 30 to 34,Lab
North West,male,2015-04-07,white,Age 45 to 49,UKIP
North West,male,2015-04-10,white,Age 45 to 49,Lab
North West,male,2015-04-02,white,Age 55 to 59,UKIP
North West,male,2015-04-23,mixed,Age 55 to 59,Con
North West,female,2015-04-22,white,Age 55 to 59,UKIP
North West,female,2015-04-12,white,Age 60 to 64,Don't vote
North West,male,2015-04-13,white,Age 60 to 64,Con
North West,male,2015-04-26,white,Age 35 to 39,Grn
North West,male,2015-04-28,white,Age 50 to 54,UKIP
North West,female,2015-04-02,white,Age 20 to 24,UKIP
North West,female,2015-04-03,white,Age 35 to 39,Lab
North West,female,2015-04-14,white,Age 45 to 49,UKIP
North West,male,2015-04-04,white,Age 60 to 64,Lab
North West,male,2015-05-01,white,Age 55 to 59,Lab
North West,female,2015-04-25,white,Age 45 to 49,Con
North West,female,2015-04-19,white,Age 45 to 49,Con
North West,female,2015-04-19,white,Age 30 to 34,Lab
North West,male,2015-04-15,white,Age 45 to 49,Con
North West,female,2015-04-19,white,Age 40 to 44,Lab
North West,male,2015-04-18,white,Age 30 to 34,Lab
North West,female,2015-04-12,white,Age 20 to 24,Don't know
North West,male,2015-05-02,white,Age 55 to 59,Lab
North West,female,2015-05-02,white,Age 18 to 19,Don't know
North West,male,2015-04-29,white,Age 35 to 39,Lab
North West,male,2015-05-03,white,Age 30 to 34,Lab
North West,female,2015-04-12,white,Age 45 to 49,Lab
North West,male,2015-04-06,white,Age 40 to 44,Con
Yorkshire and the Humber,male,2015-05-06,white,Age 20 to 24,Lab
North West,male,2015-04-30,white,Age 30 to 34,Don't vote
North West,female,2015-04-28,white,Age 25 to 29,Lab
North West,female,2015-04-06,white,Age 25 to 29,Grn
North West,male,2015-04-29,white,Age 20 to 24,Grn
North West,male,2015-04-16,white,Age 20 to 24,Con
North West,male,2015-04-14,white,Age 65 to 69,UKIP
North West,female,2015-05-03,white,Age 65 to 69,UKIP
North West,female,2015-04-15,white,Age 70 to 74,Lab
North West,male,2015-04-05,white,Age 45 to 49,Lab
North West,male,2015-04-02,white,Age 25 to 29,Con
London,female,2015-04-08,white,Age 20 to 24,Lab
London,male,2015-04-27,white,Age 40 to 44,Con
London,female,2015-04-28,white,Age 65 to 69,Con
London,male,2015-05-03,white,Age 65 to 69,UKIP
London,female,2015-04-30,white,Age 60 to 64,Con
London,male,2015-04-25,white,Age 20 to 24,Con
London,female,2015-05-04,white,Age 25 to 29,Don't know
London,female,2015-04-02,white,Age 50 to 54,Con
London,male,2015-04-17,white,Age 45 to 49,Con
London,female,2015-04-30,white,Age 55 to 59,Con
London,male,2015-05-05,white,Age 55 to 59,UKIP
London,female,2015-04-14,black,Age 25 to 29,Grn
London,male,2015-04-20,white,Age 60 to 64,Con
London,female,2015-04-27,white,Age 60 to 64,Grn
London,male,2015-03-30,white,Age 35 to 39,Con
London,male,2015-03-30,white,Age 45 to 49,Con
London,male,2015-04-26,white,Age 65 to 69,Grn
London,female,2015-05-06,white,Age 25 to 29,LD
London,female,2015-04-29,white,Age 55 to 59,Lab
London,male,2015-03-30,white,Age 50 to 54,Lab
London,female,2015-04-04,white,Age 20 to 24,Con
London,female,2015-04-10,white,Age 65 to 69,LD
London,male,2015-04-13,white,Age 55 to 59,UKIP
London,female,2015-04-30,black,Age 30 to 34,Lab
London,male,2015-04-26,white,Age 60 to 64,Con
London,female,2015-04-29,white,Age 75 to 79,Lab
London,male,2015-04-16,white,Age 65 to 69,Con
London,male,2015-04-02,white,Age 30 to 34,LD
London,female,2015-04-20,white,Age 65 to 69,Con
London,female,2015-04-23,white,Age 65 to 69,Con
London,male,2015-04-03,white,Age 60 to 64,UKIP
London,female,2015-04-02,white,Age 45 to 49,UKIP
London,female,2015-04-30,white,Age 60 to 64,Con
London,female,2015-04-27,white,Age 35 to 39,Con
London,male,2015-04-17,white,Age 75 to 79,LD
London,female,2015-04-03,white,Age 40 to 44,Lab
London,female,2015-05-05,white,Age 50 to 54,UKIP
London,male,2015-04-17,white,Age 30 to 34,LD
London,female,2015-05-03,white,Age 60 to 64,Con
London,male,2015-03-31,white,Age 40 to 44,Don't vote
London,female,2015-04-02,white,Age 40 to 44,Lab
London,female,2015-04-06,white,Age 70 to 74,Don't know
London,female,2015-03-31,white,Age 30 to 34,Don't know
London,female,2015-05-01,mixed,Age 20 to 24,Lab
London,female,2015-04-28,mixed,Age 25 to 29,Grn
London,female,2015-05-05,white,Age 45 to 49,Con
London,male,2015-04-13,white,Age 55 to 59,UKIP
London,female,2015-04-07,white,Age 65 to 69,Con
London,female,2015-04-21,white,Age 50 to 54,UKIP
London,female,2015-04-10,white,Age 40 to 44,Don't know
London,male,2015-04-15,white,Age 70 to 74,Con
London,male,2015-04-21,white,Age 65 to 69,Don't vote
London,female,2015-04-19,white,Age 60 to 64,Don't know
South East,female,2015-05-06,white,Age 20 to 24,Con
South East,male,2015-04-20,white,Age 35 to 39,Other
South East,male,2015-04-12,white,Age 45 to 49,Grn
South East,female,2015-04-25,white,Age 45 to 49,Lab
South East,male,2015-04-19,white,Age 20 to 24,Lab
South East,female,2015-04-13,white,Age 60 to 64,Lab
South East,female,2015-04-18,white,Age 20 to 24,Lab
South East,female,2015-03-31,white,Age 20 to 24,Don't know
South East,female,2015-04-22,white,Age 30 to 34,Con
South East,female,2015-04-01,asian,Age 35 to 39,Lab
South East,male,2015-04-04,white,Age 40 to 44,Con
South East,male,2015-04-03,white,Age 35 to 39,LD
South East,female,2015-05-02,white,Age 70 to 74,Con
South East,male,2015-04-03,white,Age 35 to 39,Con
South East,male,2015-04-04,white,Age 20 to 24,Con
South East,male,2015-04-04,white,Age 55 to 59,Don't know
South East,female,2015-03-31,white,Age 25 to 29,Lab
South East,female,2015-05-05,white,Age 20 to 24,Con
South East,male,2015-04-01,white,Age 20 to 24,Lab
South East,female,2015-04-02,white,Age 20 to 24,Lab
South East,female,2015-05-02,white,Age 55 to 59,Lab
South East,female,2015-05-01,white,Age 55 to 59,Con
South East,male,2015-04-03,white,Age 50 to 54,Lab
South East,male,2015-04-23,white,Age 55 to 59,Con
South East,female,2015-04-25,white,Age 80 to 84,UKIP
West Midlands,female,2015-05-05,white,Age 20 to 24,Lab
South East,male,2015-05-06,white,Age 45 to 49,Don't know
South East,male,2015-03-31,white,Age 55 to 59,Lab
South East,female,2015-04-08,white,Age 18 to 19,Lab
South East,female,2015-04-19,white,Age 55 to 59,Don't know
South East,male,2015-04-14,white,Age 75 to 79,Lab
South East,female,2015-04-04,white,Age 30 to 34,Other
South East,female,2015-04-09,white,Age 45 to 49,Lab
South East,male,2015-05-03,white,Age 20 to 24,LD
South East,female,2015-04-25,white,Age 18 to 19,Con
South East,female,2015-04-06,white,Age 30 to 34,LD
South East,female,2015-04-16,white,Age 60 to 64,Lab
South East,male,2015-04-24,white,Age 60 to 64,LD
Wales,male,2015-04-17,white,Age 18 to 19,UKIP
South East,female,2015-04-03,white,Age 20 to 24,Lab
South East,male,2015-04-23,white,Age 55 to 59,UKIP
South East,male,2015-05-05,white,Age 20 to 24,Lab
South East,female,2015-04-20,white,Age 20 to 24,Lab
South East,male,2015-05-04,white,Age 60 to 64,Lab
South East,female,2015-04-11,white,Age 50 to 54,Lab
South East,male,2015-05-01,white,Age 20 to 24,LD
South East,female,2015-04-05,white,Age 25 to 29,Lab
South East,male,2015-03-31,white,Age 25 to 29,Con
South East,female,2015-04-10,white,Age 60 to 64,Con
South East,male,2015-04-15,white,Age 20 to 24,Con
South East,female,2015-03-30,white,Age 60 to 64,Lab
South East,female,2015-04-29,white,Age 55 to 59,Lab
South East,male,2015-04-17,white,Age 20 to 24,Lab
South East,female,2015-04-09,white,Age 40 to 44,Other
South East,female,2015-04-18,white,Age 60 to 64,UKIP
South East,male,2015-05-02,white,Age 20 to 24,Con
South East,male,2015-05-01,white,Age 55 to 59,Con
South East,male,2015-04-03,white,Age 35 to 39,LD
South East,female,2015-05-05,white,Age 40 to 44,Grn
South East,female,2015-05-06,white,Age 25 to 29,Con
South East,female,2015-04-18,white,Age 55 to 59,Grn
South East,female,2015-05-03,white,Age 65 to 69,LD
South East,male,2015-05-03,white,Age 35 to 39,Lab
South East,male,2015-04-03,white,Age 20 to 24,LD
South East,female,2015-04-12,white,Age 25 to 29,Lab
South East,male,2015-04-14,white,Age 30 to 34,Don't know
South East,female,2015-04-02,white,Age 20 to 24,Lab
South East,female,2015-04-19,black,Age 40 to 44,Don't know
South East,male,2015-04-03,white,Age 20 to 24,UKIP
South East,female,2015-03-30,white,Age 30 to 34,Grn
South East,female,2015-05-05,white,Age 45 to 49,Con
South East,male,2015-04-08,white,Age 70 to 74,Con
South East,female,2015-05-05,white,Age 18 to 19,LD
South East,female,2015-04-04,white,Age 60 to 64,Con
South East,male,2015-03-31,white,Age 60 to 64,Lab
South East,female,2015-04-14,white,Age 55 to 59,Con
South East,male,2015-05-04,white,Age 30 to 34,Lab
South East,male,2015-04-15,white,Age 25 to 29,Con
South East,female,2015-04-01,white,Age 60 to 64,Lab
South East,female,2015-04-29,white,Age 70 to 74,LD
South East,female,2015-04-04,white,Age 60 to 64,Lab
South East,female,2015-04-04,white,Age 45 to 49,Lab
South East,male,2015-04-06,white,Age 40 to 44,Con
South East,male,2015-05-03,white,Age 50 to 54,Don't vote
North West,female,2015-04-29,white,Age 65 to 69,Lab
North West,female,2015-04-30,white,Age 25 to 29,Lab
North West,male,2015-04-24,white,Age 45 to 49,Con
North West,female,2015-04-02,white,Age 60 to 64,Con
North West,female,2015-04-24,white,Age 30 to 34,Don't know
North West,female,2015-03-30,white,Age 30 to 34,UKIP
North West,female,2015-04-29,white,Age 55 to 59,Don't know
North West,male,2015-04-05,other,Age 60 to 64,Lab
North West,female,2015-05-01,white,Age 70 to 74,Lab
North West,female,2015-04-15,white,Age 50 to 54,Don't know
North West,female,2015-04-16,mixed,Age 60 to 64,Don't vote
North West,male,2015-05-02,white,Age 50 to 54,LD
North West,female,2015-04-01,white,Age 55 to 59,Lab
North West,female,2015-03-31,white,Age 55 to 59,UKIP
North West,male,2015-04-12,white,Age 30 to 34,UKIP
North West,male,2015-04-05,white,Age 70 to 74,UKIP
North West,male,2015-04-29,white,Age 50 to 54,UKIP
North West,female,2015-05-03,white,Age 65 to 69,Con
North West,male,2015-04-06,white,Age 60 to 64,UKIP
North West,female,2015-04-01,white,Age 30 to 34,Lab
North West,female,2015-04-06,white,Age 45 to 49,Lab
North West,male,2015-04-22,white,Age 35 to 39,Con
North West,male,2015-04-20,white,Age 55 to 59,Con
North West,female,2015-04-12,asian,Age 35 to 39,LD
North West,male,2015-03-30,white,Age 70 to 74,Con
North West,male,2015-04-19,white,Age 55 to 59,UKIP
North West,male,2015-04-28,white,Age 20 to 24,UKIP
North West,female,2015-04-01,white,Age 60 to 64,Con
North West,female,2015-03-31,white,Age 55 to 59,UKIP
North West,male,2015-04-11,white,Age 45 to 49,Don't vote
North West,female,2015-04-07,white,Age 65 to 69,Con
North West,female,2015-04-18,white,Age 30 to 34,Con
North West,male,2015-04-25,white,Age 40 to 44,Con
North West,female,2015-04-26,white,Age 45 to 49,Lab
North West,female,2015-04-16,black,Age 25 to 29,Lab
North West,male,2015-04-30,white,Age 50 to 54,UKIP
North West,male,2015-04-08,white,Age 50 to 54,Lab
North West,female,2015-03-31,white,Age 60 to 64,Lab
North West,female,2015-04-29,white,Age 75 to 79,Lab
North West,female,2015-04-13,white,Age 55 to 59,Lab
North West,male,2015-04-08,white,Age 35 to 39,Lab
Yorkshire and the Humber,female,2015-04-02,white,Age 55 to 59,Con
Yorkshire and the Humber,male,2015-04-02,white,Age 45 to 49,Lab
Yorkshire and the Humber,female,2015-04-15,white,Age 55 to 59,UKIP
Yorkshire and the Humber,female,2015-04-17,white,Age 25 to 29,Grn
Yorkshire and the Humber,female,2015-05-06,white,Age 50 to 54,Lab
Yorkshire and the Humber,female,2015-05-02,white,Age 65 to 69,UKIP
Yorkshire and the Humber,female,2015-05-05,white,Age 60 to 64,UKIP
